distance,duration,gender,age_group
0.0,0.0,M,35 - 54
11.59,73.96666666666667,M,35 - 54
0.0,0.0,F,35 - 54
42.370000000000005,176.8,M,18 - 34
5.44,27.133333333333333,M,18 - 34
0.0,0.0,M,18 - 34
58.43,306.75,M,35 - 54
0.0,0.0,M,35 - 54
66.38,319.81666666666666,M,18 - 34
17.509999999999998,98.98333333333332,M,35 - 54
90.35,438.01666666666665,F,35 - 54
6.66,41.78333333333333,M,35 - 54
65.6,306.18333333333334,M,35 - 54
0.0,0.0,M,55 +
23.87,171.86666666666667,M,35 - 54
26.739,132.33333333333334,M,18 - 34
26.12,265.9,M,35 - 54
12.83,60.55,M,35 - 54
70.94999999999999,313.76666666666665,M,35 - 54
47.06,193.38333333333333,M,18 - 34
26.81,133.38333333333333,M,35 - 54
0.0,0.0,M,35 - 54
0.0,0.0,M,35 - 54
22.54,104.28333333333332,M,18 - 34
78.77000000000001,359.46666666666664,M,35 - 54
0.0,0.0,M,18 - 34
18.34,90.55,M,18 - 34
0.0,0.0,F,35 - 54
26.72,153.48333333333335,F,35 - 54
74.24,362.6,M,35 - 54
23.15,126.3,M,35 - 54
15.21,74.36666666666667,M,18 - 34
39.56,221.65,F,18 - 34
13.409999999999998,77.7,M,35 - 54
50.85,392.4,M,35 - 54
0.0,0.0,M,35 - 54
0.0,0.0,M,35 - 54
64.38,330.15,F,35 - 54
91.58,509.4166666666667,M,35 - 54
94.96,422.6166666666667,M,35 - 54
79.64,357.6166666666667,M,35 - 54
16.71,73.11666666666667,M,18 - 34
13.2,92.0,F,35 - 54
63.55,328.46666666666664,M,35 - 54
10.99,74.88333333333333,F,35 - 54
0.0,0.0,M,18 - 34
154.75,748.1666666666666,M,18 - 34
4.36,49.266666666666666,M,35 - 54
0.0,0.0,M,35 - 54
0.0,0.0,F,18 - 34
59.39,310.75,M,35 - 54
19.77,98.7,M,35 - 54
55.91,341.6333333333333,M,35 - 54
27.87,152.0,M,55 +
58.59,281.75,M,35 - 54
72.45,413.6666666666667,F,35 - 54
15.1,87.08333333333333,F,35 - 54
28.52,133.46666666666664,M,35 - 54
71.46000000000001,690.2333333333333,M,35 - 54
95.3,445.95,M,35 - 54
29.65,217.0,M,55 +
29.37,175.0,M,35 - 54
72.53,348.75,M,35 - 54
14.04,70.85,M,35 - 54
31.84,184.4833333333333,M,35 - 54
0.0,0.0,M,55 +
31.179,165.83333333333334,M,18 - 34
9.17,44.833333333333336,F,18 - 34
0.0,0.0,F,35 - 54
0.0,0.0,M,18 - 34
56.41,301.31666666666666,F,18 - 34
0.0,0.0,M,18 - 34
9.13,48.25,F,18 - 34
35.14,187.16666666666663,M,35 - 54
30.9,184.0,M,35 - 54
73.45,349.01666666666665,M,35 - 54
45.56,232.21666666666667,M,35 - 54
2.92,16.083333333333332,M,18 - 34
3.24,18.383333333333333,M,35 - 54
63.3,389.0,M,35 - 54
21.91,105.0,M,18 - 34
28.15,151.06666666666666,M,35 - 54
0.0,0.0,M,18 - 34
46.82899999999999,294.8666666666667,F,35 - 54
0.0,0.0,M,35 - 54
108.27,549.4833333333333,F,35 - 54
98.36,473.0,F,18 - 34
6.6,40.266666666666666,F,18 - 34
43.969,248.7333333333333,F,18 - 34
0.0,0.0,M,35 - 54
66.62,303.95,M,18 - 34
5.07,29.35,F,18 - 34
0.0,0.0,M,18 - 34
11.4,68.11666666666666,M,18 - 34
0.0,0.0,M,35 - 54
43.629000000000005,195.2333333333333,M,35 - 54
5.02,43.43333333333333,M,55 +
0.0,0.0,M,35 - 54
40.78,251.7333333333333,M,35 - 54
97.3,596.1,M,35 - 54
0.0,0.0,M,35 - 54
27.55,146.0,M,35 - 54
98.21,435.25,M,35 - 54
5.07,30.4,M,18 - 34
14.58,92.08333333333331,M,35 - 54
0.0,0.0,F,35 - 54
0.0,0.0,M,35 - 54
41.65,189.9333333333333,M,35 - 54
76.83,460.95,M,35 - 54
4.3,31.83333333333333,M,18 - 34
0.0,0.0,M,35 - 54
50.7,290.06666666666666,M,35 - 54
46.41,285.3333333333333,M,35 - 54
29.16,145.71666666666667,M,35 - 54
0.0,0.0,F,35 - 54
0.0,0.0,M,35 - 54
72.64,384.75,M,35 - 54
70.16,353.7333333333333,M,35 - 54
81.83,408.4166666666667,M,35 - 54
19.27,104.55,M,35 - 54
6.0,49.21666666666667,F,35 - 54
75.91,386.1333333333333,M,35 - 54
44.86,247.71666666666667,M,35 - 54
18.17,91.85,M,35 - 54
76.24,377.3333333333333,M,35 - 54
25.82,130.6,M,35 - 54
12.95,59.95,M,35 - 54
0.0,0.0,M,35 - 54
3.0,18.716666666666665,M,35 - 54
37.95,215.66666666666669,M,35 - 54
8.039,30.4,M,18 - 34
30.21,160.8,M,35 - 54
47.35,321.65,M,35 - 54
50.339,246.36666666666667,M,18 - 34
26.25,122.38333333333333,M,35 - 54
16.02,87.65,M,35 - 54
20.35,107.96666666666668,M,35 - 54
3.23,15.6,F,18 - 34
0.0,0.0,M,35 - 54
16.77,107.53333333333332,M,35 - 54
0.0,0.0,M,35 - 54
66.15,319.9166666666667,M,35 - 54
17.34,86.26666666666667,F,35 - 54
38.36,250.25,F,35 - 54
27.399,212.0,F,18 - 34
17.37,89.71666666666667,M,18 - 34
0.0,0.0,M,18 - 34
8.32,40.8,M,35 - 54
0.0,0.0,M,18 - 34
4.73,27.683333333333334,M,35 - 54
39.64,191.5833333333333,M,18 - 34
26.64,199.03333333333333,M,55 +
64.44999999999999,596.0,M,35 - 54
0.0,0.0,M,18 - 34
88.88,458.6833333333333,M,18 - 34
0.0,0.0,M,35 - 54
0.0,0.0,F,18 - 34
107.22,565.7,M,35 - 54
41.98,296.25,F,35 - 54
0.0,0.0,M,18 - 34
22.02,102.8,M,35 - 54
73.37,460.58333333333337,M,18 - 34
99.32,428.1166666666667,M,18 - 34
0.0,0.0,M,35 - 54
11.53,74.0,F,18 - 34
0.0,0.0,F,18 - 34
0.0,0.0,M,35 - 54
62.35,269.9,M,18 - 34
49.04,212.0,M,18 - 34
0.0,0.0,F,35 - 54
12.92,70.0,M,35 - 54
60.2,309.0,M,35 - 54
0.0,0.0,M,35 - 54
19.5,109.48333333333332,F,18 - 34
10.26,61.0,M,35 - 54
38.74,228.3,M,35 - 54
0.0,0.0,M,35 - 54
90.1,390.56666666666666,M,35 - 54
27.33,135.98333333333332,M,35 - 54
44.45,218.65,M,35 - 54
0.0,0.0,M,35 - 54
50.33,237.96666666666667,M,18 - 34
17.67,83.2,M,18 - 34
24.47,133.75,M,55 +
97.25,551.0333333333333,M,35 - 54
93.79,568.0,M,18 - 34
33.92,212.63333333333333,M,35 - 54
27.23,162.0,M,18 - 34
4.85,29.15,M,35 - 54
47.77,235.1833333333333,M,18 - 34
48.22,243.0,M,35 - 54
5.83,34.63333333333333,M,35 - 54
32.370000000000005,202.01666666666665,M,55 +
13.33,78.11666666666667,F,35 - 54
62.150000000000006,283.43333333333334,M,18 - 34
0.0,0.0,M,35 - 54
0.0,0.0,M,35 - 54
3.5,19.6,M,35 - 54
28.76,189.13333333333333,F,55 +
0.0,0.0,M,35 - 54
70.96000000000001,398.45,M,35 - 54
0.0,0.0,M,18 - 34
30.749,147.51666666666665,M,35 - 54
20.0,125.08333333333334,M,55 +
84.3,541.8666666666667,M,35 - 54
48.65,241.9833333333333,M,35 - 54
38.06999999999999,203.6,M,35 - 54
0.0,0.0,M,18 - 34
21.81,146.71666666666667,F,35 - 54
45.94,234.4333333333333,M,35 - 54
0.0,0.0,M,18 - 34
0.0,0.0,M,35 - 54
32.300000000000004,241.56666666666663,F,18 - 34
65.06,343.4,M,35 - 54
55.35,444.0,M,35 - 54
51.010000000000005,297.7166666666667,M,35 - 54
0.0,0.0,M,35 - 54
28.72,156.21666666666667,M,35 - 54
7.13,41.38333333333333,M,18 - 34
0.0,0.0,F,55 +
74.99,421.6833333333333,M,35 - 54
55.12,262.75,M,35 - 54
0.0,0.0,F,18 - 34
142.37,756.0,M,35 - 54
38.47,252.8333333333333,M,35 - 54
84.76,458.4166666666667,F,55 +
0.0,0.0,M,18 - 34
51.26,252.61666666666667,M,35 - 54
6.65,37.03333333333333,F,18 - 34
13.670000000000002,64.9,M,35 - 54
21.16,86.11666666666667,M,18 - 34
62.67,286.9833333333333,M,18 - 34
54.81,536.0,M,35 - 54
22.42,162.81666666666666,M,55 +
30.04,198.06666666666663,M,35 - 54
21.76,127.0,M,35 - 54
138.009,675.9,M,35 - 54
19.79,106.0,F,35 - 54
74.58,432.01666666666665,M,35 - 54
31.33,169.13333333333333,M,35 - 54
9.98,54.56666666666667,M,35 - 54
45.75,248.28333333333333,F,18 - 34
40.44,199.1833333333333,M,35 - 54
58.14,301.35,M,35 - 54
0.0,0.0,M,18 - 34
23.82,231.0,M,18 - 34
38.67,213.63333333333333,M,18 - 34
47.99,293.75,F,35 - 54
31.84,147.96666666666667,M,18 - 34
43.74,295.56666666666666,F,18 - 34
36.75,169.13333333333333,M,18 - 34
12.67,73.0,M,18 - 34
31.65,174.86666666666667,M,18 - 34
0.0,0.0,M,35 - 54
18.43,97.03333333333332,M,35 - 54
29.21,209.0,F,35 - 54
28.96,129.86666666666667,M,35 - 54
90.64,389.0,M,35 - 54
79.84,358.9666666666667,M,35 - 54
72.35900000000001,373.25,M,35 - 54
23.24,93.78333333333332,F,18 - 34
70.9,346.93333333333334,M,35 - 54
85.07,434.8833333333333,M,35 - 54
18.879,103.11666666666667,M,18 - 34
38.73,310.26666666666665,M,35 - 54
0.0,0.0,M,35 - 54
0.0,0.0,M,35 - 54
8.0,60.0,F,18 - 34
0.0,0.0,M,35 - 54
9.51,61.91666666666666,M,35 - 54
18.83,118.93333333333334,F,18 - 34
21.04,141.7,F,35 - 54
35.910000000000004,220.31666666666663,F,55 +
0.0,0.0,M,18 - 34
11.76,68.61666666666666,M,18 - 34
0.0,0.0,M,35 - 54
17.34,89.86666666666667,M,35 - 54
0.0,0.0,M,35 - 54
0.0,0.0,M,18 - 34
0.0,0.0,F,35 - 54
29.67,164.35,M,18 - 34
45.06,219.7333333333333,M,18 - 34
134.45000000000002,569.6333333333333,M,18 - 34
36.54,220.3,M,55 +
61.4,323.45000000000005,M,35 - 54
10.15,69.11666666666667,F,35 - 54
18.43,97.78333333333332,M,35 - 54
28.17,159.66666666666666,F,18 - 34
9.01,64.0,F,35 - 54
20.02,104.03333333333332,M,35 - 54
136.36,632.15,M,35 - 54
0.0,0.0,F,35 - 54
0.0,0.0,M,35 - 54
33.67,177.91666666666669,M,35 - 54
26.01,152.55,M,55 +
42.509,264.81666666666666,M,35 - 54
49.66,236.2,M,18 - 34
111.22,473.8333333333333,M,18 - 34
36.23,206.8,M,35 - 54
12.8,65.73333333333333,M,18 - 34
74.13,382.35,F,18 - 34
8.029,55.016666666666666,M,35 - 54
0.0,0.0,M,35 - 54
14.13,80.0,M,35 - 54
40.88,211.05,M,18 - 34
28.48,137.55,M,35 - 54
0.0,0.0,M,35 - 54
38.03,245.0833333333333,M,35 - 54
0.0,0.0,M,35 - 54
123.43,541.8833333333333,M,35 - 54
24.01,129.01666666666665,M,35 - 54
68.49,376.5333333333333,F,18 - 34
45.59,223.9,M,35 - 54
91.389,479.2166666666667,F,35 - 54
27.169,121.83333333333331,M,35 - 54
42.05,252.85,F,18 - 34
93.11,417.95,M,35 - 54
34.51,235.0,F,35 - 54
27.68,156.0,M,35 - 54
0.0,0.0,M,35 - 54
11.15,74.75,F,55 +
0.0,0.0,M,35 - 54
9.8,60.63333333333333,F,35 - 54
0.0,0.0,M,35 - 54
0.0,0.0,M,35 - 54
34.32,206.91666666666663,F,35 - 54
21.77,146.0,M,35 - 54
32.22,144.83333333333334,M,35 - 54
0.0,0.0,M,35 - 54
8.01,45.75,M,35 - 54
0.0,0.0,F,35 - 54
28.09,227.4333333333333,M,35 - 54
40.83,212.01666666666665,F,35 - 54
5.63,30.78333333333333,M,18 - 34
36.760000000000005,211.0,M,35 - 54
35.1,335.33333333333337,M,18 - 34
0.0,0.0,M,18 - 34
50.37,440.4,F,55 +
0.0,0.0,F,35 - 54
50.59,290.5833333333333,M,55 +
78.72999999999999,381.6166666666666,M,35 - 54
0.0,0.0,M,35 - 54
67.06,327.75,M,18 - 34
121.9,509.3,M,18 - 34
24.33,106.0,M,18 - 34
16.15,84.4,M,35 - 54
0.0,0.0,M,18 - 34
53.449,215.38333333333333,M,35 - 54
0.0,0.0,F,35 - 54
0.19,0.6,M,35 - 54
101.56,735.4,M,35 - 54
103.389,555.2833333333333,M,35 - 54
36.42,174.11666666666667,M,35 - 54
30.56,224.4,F,35 - 54
16.98,132.9,M,55 +
11.0,61.0,M,18 - 34
30.47,161.2,M,35 - 54
29.88,155.91666666666666,M,35 - 54
51.27,305.55,M,35 - 54
17.55,89.38333333333333,M,18 - 34
22.78,125.76666666666668,M,35 - 54
9.74,56.06666666666666,M,35 - 54
12.37,58.86666666666667,F,18 - 34
0.0,0.0,M,35 - 54
3.52,28.066666666666663,M,35 - 54
33.1,174.0,M,18 - 34
25.18,116.13333333333334,M,35 - 54
107.78,564.2166666666667,F,35 - 54
87.82000000000001,504.35,M,35 - 54
75.73,409.0,M,35 - 54
0.0,0.0,M,55 +
25.37,160.9,F,35 - 54
43.449,240.0,M,55 +
45.620000000000005,257.5333333333333,M,18 - 34
0.0,0.0,M,35 - 54
10.44,62.0,M,18 - 34
0.0,0.0,M,35 - 54
41.08,273.3333333333333,F,35 - 54
38.370000000000005,219.53333333333333,M,35 - 54
36.16,184.71666666666667,M,35 - 54
30.68,240.2333333333333,M,55 +
54.05,249.75,M,18 - 34
54.73,263.81666666666666,M,35 - 54
37.54,184.05,M,35 - 54
8.15,38.53333333333333,M,18 - 34
0.0,0.0,M,18 - 34
0.0,0.0,M,35 - 54
42.4,242.01666666666665,M,35 - 54
22.24,104.8,M,35 - 54
6.8,37.95,M,35 - 54
0.0,0.0,M,55 +
41.489,229.15,M,35 - 54
45.59,228.13333333333333,M,35 - 54
41.78,290.5,M,55 +
17.25,138.8,F,55 +
0.0,0.0,M,35 - 54
6.45,33.983333333333334,M,35 - 54
0.0,0.0,M,35 - 54
51.7,317.8666666666667,F,18 - 34
0.0,0.0,M,35 - 54
51.98,227.56666666666663,M,18 - 34
28.91,160.85,M,18 - 34
2.59,20.08333333333333,M,35 - 54
0.0,0.0,F,35 - 54
19.57,96.81666666666666,M,35 - 54
0.0,0.0,F,18 - 34
0.0,0.0,M,35 - 54
34.68,185.36666666666667,M,35 - 54
56.040000000000006,286.76666666666665,M,18 - 34
16.29,91.53333333333332,M,18 - 34
4.3,32.15,M,18 - 34
7.67,74.0,F,35 - 54
61.46,301.45,M,18 - 34
0.0,0.0,F,18 - 34
18.27,83.8,F,18 - 34
0.0,0.0,F,18 - 34
62.47,306.1,M,35 - 54
49.690000000000005,250.9,M,35 - 54
0.0,0.0,M,55 +
52.23,256.7166666666667,M,35 - 54
7.26,39.91666666666666,F,35 - 54
105.57,522.8333333333334,M,35 - 54
8.189,44.93333333333333,M,35 - 54
0.0,0.0,M,18 - 34
21.02,108.5,M,35 - 54
5.14,85.21666666666667,M,35 - 54
25.3,142.28333333333333,F,18 - 34
74.019,377.48333333333335,M,18 - 34
7.05,43.75,M,35 - 54
0.0,0.0,M,35 - 54
0.0,0.0,M,18 - 34
6.99,36.8,M,18 - 34
0.0,0.0,M,55 +
14.099,117.25,F,35 - 54
15.2,84.93333333333334,M,18 - 34
0.0,0.0,M,35 - 54
11.43,121.0,M,35 - 54
2.44,19.4,M,35 - 54
68.94,365.9666666666666,M,55 +
0.0,0.0,M,18 - 34
0.0,0.0,F,18 - 34
66.89,387.8,M,35 - 54
55.66,256.4,M,18 - 34
70.58,517.0,F,18 - 34
0.0,0.0,M,18 - 34
4.84,27.73333333333333,F,35 - 54
7.48,50.333333333333336,M,35 - 54
29.020000000000003,181.6833333333333,F,18 - 34
14.04,91.0,M,35 - 54
37.73,189.36666666666667,M,35 - 54
46.35,284.2166666666667,M,35 - 54
0.0,0.0,M,18 - 34
70.619,378.8,M,35 - 54
22.26,122.9,M,55 +
0.0,0.0,M,18 - 34
0.0,0.0,M,35 - 54
5.02,35.233333333333334,F,18 - 34
0.0,0.0,M,35 - 54
204.04,1156.05,M,35 - 54
41.38,200.28333333333333,M,35 - 54
19.28,100.35,M,18 - 34
0.0,0.0,M,35 - 54
0.0,0.0,F,18 - 34
70.179,322.1166666666667,M,18 - 34
37.84,219.06666666666663,M,35 - 54
81.129,360.98333333333335,M,35 - 54
3.22,17.133333333333333,M,35 - 54
54.14,303.53333333333336,F,18 - 34
36.35,203.78333333333333,M,35 - 54
4.64,26.383333333333333,M,35 - 54
22.91,108.95,M,18 - 34
64.43,327.0,M,35 - 54
76.427,360.2166666666667,M,35 - 54
26.56,139.03333333333333,M,35 - 54
0.0,0.0,M,35 - 54
10.7,58.93333333333333,F,35 - 54
34.21,174.5,M,35 - 54
0.0,0.0,M,18 - 34
12.13,78.0,M,35 - 54
20.3,113.13333333333333,M,35 - 54
0.0,0.0,M,35 - 54
5.44,31.6,F,18 - 34
12.55,102.5,M,35 - 54
4.83,29.016666666666666,M,35 - 54
56.359,308.35,M,55 +
0.0,0.0,M,18 - 34
52.21,307.0,M,35 - 54
4.88,22.116666666666667,M,18 - 34
73.1,413.65,M,35 - 54
56.06,267.56666666666666,F,35 - 54
23.38,116.1,M,35 - 54
0.0,0.0,M,35 - 54
44.82,228.61666666666667,M,18 - 34
29.58,145.95,M,18 - 34
0.0,0.0,M,18 - 34
22.56,120.48333333333332,M,18 - 34
4.61,31.58333333333333,M,18 - 34
42.5,188.63333333333333,M,35 - 54
76.72,330.3,M,18 - 34
71.73,367.85,M,35 - 54
10.6,56.21666666666667,M,35 - 54
58.4,316.0,M,35 - 54
37.45,399.1833333333333,M,18 - 34
0.0,0.0,M,35 - 54
8.119,39.05,M,35 - 54
11.0,60.28333333333334,F,35 - 54
55.16,288.45000000000005,M,35 - 54
17.71,107.0,F,55 +
140.71,657.9833333333333,M,35 - 54
0.0,0.0,M,35 - 54
22.25,108.0,M,18 - 34
107.05,489.8,M,18 - 34
46.96,247.4833333333333,F,18 - 34
0.0,0.0,M,18 - 34
0.0,0.0,F,35 - 54
73.84,349.1333333333333,M,18 - 34
25.88,138.31666666666666,M,35 - 54
38.04,177.63333333333333,M,35 - 54
0.0,0.0,M,35 - 54
22.36,115.06666666666666,M,35 - 54
24.37,176.75,F,35 - 54
14.68,85.95,M,35 - 54
0.0,0.0,M,35 - 54
12.98,66.71666666666667,M,35 - 54
47.16,252.8,M,35 - 54
0.0,0.0,M,35 - 54
49.04,223.25,M,35 - 54
18.69,122.71666666666664,F,35 - 54
0.0,0.0,M,35 - 54
55.120000000000005,268.3666666666667,M,35 - 54
38.57,251.0,F,35 - 54
12.01,56.3,M,18 - 34
65.88,320.4666666666667,M,18 - 34
37.5,212.81666666666663,F,18 - 34
3.49,28.08333333333333,M,35 - 54
32.97,220.15,F,18 - 34
10.42,51.25,M,35 - 54
10.01,50.36666666666667,M,35 - 54
0.0,0.0,M,35 - 54
41.81,207.53333333333333,M,35 - 54
137.91,629.3666666666667,F,35 - 54
38.71,198.2,M,18 - 34
0.0,0.0,M,35 - 54
92.87,411.1166666666667,M,18 - 34
51.14,228.63333333333333,M,35 - 54
69.86,415.6666666666667,F,35 - 54
6.85,38.81666666666667,F,35 - 54
75.74,358.9666666666667,M,35 - 54
66.31,358.28333333333336,M,55 +
61.52,334.7166666666667,F,18 - 34
0.0,0.0,F,18 - 34
42.120000000000005,254.11666666666667,F,18 - 34
8.08,42.05,M,35 - 54
28.889000000000003,160.96666666666667,M,35 - 54
54.16,296.0,M,18 - 34
23.380000000000003,135.86666666666667,F,18 - 34
4.04,21.416666666666668,M,18 - 34
0.0,0.0,M,18 - 34
0.0,0.0,M,35 - 54
75.54,343.5,M,35 - 54
69.75,362.81666666666666,M,35 - 54
76.04,371.7,M,35 - 54
56.64,269.31666666666666,M,35 - 54
12.63,70.0,M,35 - 54
86.69,447.0,M,18 - 34
19.54,98.5,F,18 - 34
32.599000000000004,188.45,F,35 - 54
16.259999999999998,106.71666666666668,M,35 - 54
44.86,213.0833333333333,M,18 - 34
76.4,365.28333333333336,M,18 - 34
0.0,0.0,F,35 - 54
44.11,207.8,M,35 - 54
0.0,0.0,M,18 - 34
43.42,273.05,M,55 +
3.33,19.28333333333333,F,18 - 34
0.0,0.0,M,18 - 34
6.76,36.86666666666667,M,35 - 54
8.97,51.3,M,35 - 54
73.97,467.3,M,35 - 54
9.18,63.0,F,35 - 54
34.82,183.8,M,35 - 54
0.0,0.0,M,18 - 34
12.01,59.88333333333334,M,18 - 34
56.03,346.8,M,35 - 54
8.18,44.4,M,55 +
24.309,142.18333333333334,M,35 - 54
6.16,30.03333333333333,M,18 - 34
27.39,139.88333333333333,M,35 - 54
0.0,0.0,M,18 - 34
2.2,10.783333333333331,F,18 - 34
25.0,118.0,M,35 - 54
77.98,493.5,F,18 - 34
0.0,0.0,M,35 - 54
47.0,235.5,M,35 - 54
6.73,42.18333333333333,M,55 +
5.0,27.0,M,35 - 54
87.56,405.5,M,35 - 54
40.789,218.8,M,35 - 54
0.0,0.0,M,55 +
38.47,165.35,M,18 - 34
58.68,299.15000000000003,F,35 - 54
11.02,51.91666666666667,M,18 - 34
57.4,399.35,M,35 - 54
37.87,241.7333333333333,F,35 - 54
93.82,410.31666666666666,M,35 - 54
48.1,241.53333333333333,M,35 - 54
11.08,58.516666666666666,M,18 - 34
0.0,0.0,M,35 - 54
26.87,152.85,M,18 - 34
0.0,0.0,F,18 - 34
108.33,593.0,M,35 - 54
63.24,339.6666666666667,M,35 - 54
23.48,120.5,F,18 - 34
78.73,410.15,F,18 - 34
0.0,0.0,F,18 - 34
10.01,49.9,M,35 - 54
17.8,93.46666666666668,M,18 - 34
8.74,45.38333333333333,M,35 - 54
61.73,339.8333333333333,M,35 - 54
20.35,125.0,M,35 - 54
16.42,92.0,M,35 - 54
19.47,116.83333333333331,M,18 - 34
53.15,317.1,F,35 - 54
59.260000000000005,341.46666666666664,F,35 - 54
0.0,0.0,F,18 - 34
56.389,327.01666666666665,F,35 - 54
0.0,0.0,M,35 - 54
0.0,0.0,M,18 - 34
10.55,60.16666666666666,M,18 - 34
10.1,82.88333333333333,F,35 - 54
80.19,374.2,M,18 - 34
44.63,322.3166666666667,F,18 - 34
5.67,25.816666666666663,M,35 - 54
28.68,213.0,F,35 - 54
5.08,26.066666666666663,M,18 - 34
0.0,0.0,M,18 - 34
43.4,212.86666666666665,M,35 - 54
20.01,104.2,F,35 - 54
0.0,0.0,F,18 - 34
36.22,187.45,F,18 - 34
30.27,150.36666666666667,M,18 - 34
7.53,60.0,M,35 - 54
66.59,323.0,M,35 - 54
0.0,0.0,M,35 - 54
0.0,0.0,M,35 - 54
49.0,476.9666666666666,M,35 - 54
55.18,285.7166666666667,M,18 - 34
0.0,0.0,F,18 - 34
5.41,34.16666666666667,M,35 - 54
55.8,260.05,M,18 - 34
0.0,0.0,M,18 - 34
29.290000000000003,158.85,F,18 - 34
10.64,68.38333333333334,F,18 - 34
0.0,0.0,M,35 - 54
0.0,0.0,F,35 - 54
9.79,43.333333333333336,M,35 - 54
2.31,14.05,F,18 - 34
30.33,178.7,F,35 - 54
42.76,191.78333333333333,M,35 - 54
7.960000000000001,56.133333333333326,F,35 - 54
14.01,69.21666666666667,M,35 - 54
48.010000000000005,250.76666666666668,M,35 - 54
0.0,0.0,M,18 - 34
24.15,120.91666666666666,M,18 - 34
0.0,0.0,M,18 - 34
9.69,57.11666666666667,F,35 - 54
44.86,239.55,M,35 - 54
0.0,0.0,M,35 - 54
18.59,120.86666666666667,M,35 - 54
92.5,482.3666666666667,M,35 - 54
17.88,148.78333333333333,M,35 - 54
0.0,0.0,F,35 - 54
100.249,567.1,M,35 - 54
2.33,15.266666666666666,M,35 - 54
24.32,151.55,F,35 - 54
89.38999999999999,412.9,M,35 - 54
4.93,26.83333333333333,M,35 - 54
57.4,309.0,M,35 - 54
16.36,89.45,M,35 - 54
0.0,0.0,M,35 - 54
0.0,0.0,M,18 - 34
25.42,113.65,M,18 - 34
42.27,205.81666666666663,M,18 - 34
29.15,148.25,M,35 - 54
89.61,432.05,M,35 - 54
0.0,0.0,M,35 - 54
53.760000000000005,334.65,M,35 - 54
32.29,164.8,M,35 - 54
0.0,0.0,M,35 - 54
70.93,349.2833333333333,M,18 - 34
39.13,170.48333333333335,M,35 - 54
0.0,0.0,M,18 - 34
18.2,126.05,M,35 - 54
22.24,117.53333333333332,M,35 - 54
44.78,309.6333333333333,F,35 - 54
0.0,0.0,M,35 - 54
5.34,28.933333333333334,M,35 - 54
0.0,0.0,F,35 - 54
68.12,369.6333333333333,M,35 - 54
0.0,0.0,M,18 - 34
12.13,46.016666666666666,F,18 - 34
18.1,88.71666666666667,M,35 - 54
0.0,0.0,F,35 - 54
0.0,0.0,M,18 - 34
171.46,835.0,M,18 - 34
27.55,175.1,F,35 - 54
6.16,29.08333333333333,M,35 - 54
17.96,112.86666666666667,M,35 - 54
104.0,466.8666666666667,M,18 - 34
44.38,208.9,M,18 - 34
59.75,341.15000000000003,F,55 +
21.75,132.88333333333333,M,35 - 54
18.15,96.93333333333334,M,35 - 54
49.84,681.0,M,18 - 34
10.0,54.75,M,35 - 54
9.13,45.85,M,18 - 34
2.41,14.033333333333331,F,18 - 34
43.8,192.95,M,35 - 54
110.839,572.1,F,18 - 34
5.01,25.4,M,18 - 34
77.2,447.0,M,35 - 54
15.07,76.0,M,18 - 34
10.09,57.7,M,35 - 54
12.02,65.96666666666667,M,18 - 34
58.44,512.8833333333333,M,55 +
0.0,0.0,M,18 - 34
76.85,438.56666666666666,M,35 - 54
84.66,419.0,F,18 - 34
12.269,59.55,M,35 - 54
5.31,34.06666666666667,M,35 - 54
29.54,148.11666666666667,M,35 - 54
0.0,0.0,M,35 - 54
60.7,319.2333333333333,M,55 +
80.15,385.3833333333333,M,18 - 34
6.45,31.95,M,18 - 34
8.11,73.68333333333334,F,35 - 54
22.31,355.2833333333333,F,18 - 34
57.31,546.9833333333333,M,35 - 54
0.0,0.0,F,35 - 54
43.88,257.2833333333333,F,18 - 34
20.29,106.28333333333332,M,18 - 34
28.540000000000003,135.01666666666665,M,35 - 54
51.52,330.1333333333333,F,35 - 54
28.86,154.58333333333334,M,35 - 54
0.0,0.0,M,35 - 54
36.84,300.5333333333333,F,18 - 34
0.0,0.0,M,18 - 34
81.07,420.1833333333333,M,35 - 54
0.0,0.0,M,35 - 54
40.3,227.26666666666665,M,35 - 54
0.0,0.0,F,55 +
0.0,0.0,F,18 - 34
36.58,203.51666666666668,M,35 - 54
0.0,0.0,M,35 - 54
0.0,0.0,M,35 - 54
5.03,32.56666666666667,F,35 - 54
22.47,114.76666666666668,M,35 - 54
26.73,136.16666666666666,M,18 - 34
47.71,257.16666666666663,M,18 - 34
13.4,67.08333333333334,M,18 - 34
26.0,125.85,M,18 - 34
105.61,547.2,M,35 - 54
10.01,43.2,M,35 - 54
22.76,139.0,M,55 +
14.87,71.06666666666666,M,35 - 54
58.98,380.5,M,35 - 54
35.08,215.9333333333333,M,35 - 54
9.89,46.516666666666666,M,35 - 54
0.0,0.0,M,18 - 34
9.56,48.333333333333336,M,35 - 54
20.22,130.26666666666668,F,55 +
0.0,0.0,M,35 - 54
25.34,116.86666666666667,M,18 - 34
14.05,89.28333333333333,M,35 - 54
20.58,127.85,F,18 - 34
0.0,0.0,F,55 +
20.12,113.78333333333332,F,35 - 54
11.02,77.25,M,35 - 54
9.68,44.18333333333333,M,35 - 54
0.0,0.0,M,35 - 54
0.0,0.0,M,18 - 34
36.120000000000005,351.6,F,18 - 34
0.0,0.0,M,18 - 34
